userName,score,content,at,thumbsUpCount,source,category
William Appleget,5,watch builder site,2026-03-05 16:30:01,0,ali-express_reviews,other
Sidono Hambayi,4,good far,2026-03-05 14:13:59,0,ali-express_reviews,other
Amanda Albertson,1,got order time 2 product stop working one day using not refund 1 not fair not order anything else company,2026-03-05 13:26:37,0,ali-express_reviews,refund_return
chikara persaud,1,promotional discount scam not apply go check customer service not help either simply lie say expired despite promotion clearly still showing effect,2026-03-05 12:34:22,0,ali-express_reviews,pricing_discount
Rosan Asaraf,4,good,2026-03-05 12:31:05,0,ali-express_reviews,other
Carl Kaufman,4,new update added passkey love yet add passkey cant even use login whats point,2026-03-05 12:22:26,0,ali-express_reviews,app_usability
Rick Chant,1,broken beast merge bos game freeze clicking deliver delivered item disappear no reward issued feeling little robbed giving aliexpress time data without receiving fair reward,2026-03-05 12:17:58,1,ali-express_reviews,delivery_shipping
Diego Garcia,1,discount coin page no longer work,2026-03-05 11:58:59,0,ali-express_reviews,pricing_discount
James,1,item late overseas delivery attempted way back seller aliexpress far making go appeal appeal claim local post office even though provided statement post office way back haven provided evidence local post office despite claim,2026-03-05 11:56:06,0,ali-express_reviews,delivery_shipping
Shahidalikhushik,5,ok,2026-03-05 11:49:01,0,ali-express_reviews,other
Marko Popovic,1,disaster decided collect order different sender one order send causing value single order high thus pay import tax tax good expensive would shop serbia never use aliexpress,2026-03-05 11:43:19,0,ali-express_reviews,pricing_discount
Ken Elliott,1,year passed still zero 2510 zero star prize draw confidence trick misleading avoid zero star 2110 worst thing fake prompted top search sale updated prize draw huge disappointment time wasted prize still lock 69 frozen crash regularly since prize draw update broken like eva help,2026-03-05 11:40:04,12,ali-express_reviews,product_quality
Vlad True,2,возникли проблемы со входом потом с данными в моем аккаунте у меня пропала вся информация о покупках и я не вижу трекинги служба поддержки отреагировала на мое обращение потом начали давать бесполезные советы о чистке браузера и как получить посылки в моем отделении трекинги и информация где и что купил утеряны сказали что больше не могут ничего сделать 3 недели я на нервах ждал дойдут ли посылки дошли связь с продавцами так и не восстановили только давали циклические отмазки,2026-03-05 11:27:02,0,ali-express_reviews,other
Davida,5,perfect,2026-03-05 11:03:54,0,ali-express_reviews,other
Alvaro Solves Fuster,1,problem ai answer aliexpress good luck issue order easily 10 year buying aliexpress im abandoning pity,2026-03-05 10:14:48,0,ali-express_reviews,other
Brenda Trow,5,love shopping home much,2026-03-05 10:14:04,0,ali-express_reviews,other
Teodor Valtchev,1,scammed aliexpress sided scammer returned 30 money still scammed dangerous item cause explosion fire 10 time less capacity state type,2026-03-05 09:19:19,0,ali-express_reviews,other
Jo-Lynn Gruszewski,1,no love apps like consistent temp fanatic upon downloading app promised free gift placing first order becoming new customer yet placed order right chose gift surprise surprise order confirmed im not eligible free gift reason total ripoff lied get sign bad experience ill stick temp,2026-03-05 08:15:35,0,ali-express_reviews,app_usability
Cyber boy,4,made lot purchase aliexpress quite good experience lately im facing difficulty shipping fee 1 item shipping like 50 even please try fixing,2026-03-05 08:05:48,0,ali-express_reviews,delivery_shipping
Penelope ybarbo,5,love,2026-03-05 07:53:25,0,ali-express_reviews,other
William Webster,1,along time buyer aliexpress aliexpress forced download appthat doe n't work original site cant change currency cant check order aliexpress suck,2026-03-05 07:02:50,0,ali-express_reviews,other
Okenwa Joseph,5,happy customer security make keep repeating blessed people love nigeria,2026-03-05 07:02:35,0,ali-express_reviews,other
ismael jimenez,1,lie many price,2026-03-05 06:56:02,0,ali-express_reviews,pricing_discount
Lawal Mariam,5,really like get thing app recently whenever pick product add cart price change previous one saw adding cart,2026-03-05 05:53:44,0,ali-express_reviews,pricing_discount
Kenneth Green,4,find goodie good buyer beware get get sometimes might get something really good sometimes may get something decent time you 'll get something work,2026-03-05 04:33:44,0,ali-express_reviews,other
Tracy,1,downloaded ad said three item 099 done see three item 099 say false advertisement,2026-03-05 02:58:28,0,ali-express_reviews,ads_promotions
Alex,1,bought something coin shadow banned error protect security account request cant processed time 4 week live contacted support least five time completely useless kept saying higher team email regarding shadow ban email kept repeating useless garbage like log like bot also app drain 20 battery 1 hour,2026-03-05 02:36:23,7,ali-express_reviews,app_usability
Muhammad Ali,4,thing go customer service worst blocked payment system not telling reason,2026-03-05 01:38:05,16,ali-express_reviews,customer_service
Reason Brad boy,5,useful serve deliver recommend aliexpress try increase shopping experience,2026-03-05 01:18:17,0,ali-express_reviews,delivery_shipping
Corey Polume,3,good site app enormous number product choose one best delivery update system seen better amazon know package time product review questionable able review product receive would also question lot review not linked product example ordered bike tube used 4 month failed due design fault not able provide feedback,2026-03-05 01:00:57,1,ali-express_reviews,delivery_shipping
Cory Berge,3,bought almost 50 item far like come done everything got good wish want many fake product,2026-03-05 00:58:40,0,ali-express_reviews,product_quality
Hendry Glyn,1,terrible,2026-03-05 00:44:07,0,ali-express_reviews,other
Aarti Rawal,1,scam shop mention item send others done trust app,2026-03-05 00:08:44,0,ali-express_reviews,app_usability
Bęrla Kouzapas,1,literally impossible exchange game point shopping credit due bot snatching immediately,2026-03-04 23:55:01,3,ali-express_reviews,other
David Wilkins,1,ur getting ripped aliexpress,2026-03-04 23:37:04,1,ali-express_reviews,other
stephen thompson,5,transaction made gone great satisfied every purchase,2026-03-04 23:10:09,0,ali-express_reviews,other
Ale M,1,han quito la openón de arrear al carried para un montón de artícults ya no comparé en est platform,2026-03-04 22:21:53,0,ali-express_reviews,other
MGselecta,2,bad haven used cant buy anything everything kind bundle site,2026-03-04 22:02:50,0,ali-express_reviews,other
عبدالله الهاشمي,1,become trash online service ever first changed price higher stop refunding error reasonable refund solving added tax also mean pay payment order shipment tax also around 40 60 percentage tax really stupid service,2026-03-04 21:45:23,0,ali-express_reviews,refund_return
Saiu (Sai),2,love using aliexpress cheap price little niche item find super annoyed app make login every action going account trying look purchase trying look wishlist point despite logging multiple time session im still getting asked doe n't help freeze constantly logging reopen app try look wishlist,2026-03-04 20:20:59,0,ali-express_reviews,pricing_discount
James Friend,1,cheap product poor refund process no option properly dispute returned two product cost 50 post hong kong refunded one two product not receive refund postage cost guaranteed posting contacted aliexpress help centre well 10 time time felt like dead end black hole helpfulness,2026-03-04 19:48:32,0,ali-express_reviews,refund_return
Kathy Borley,1,trying cart have different carting area shipping ridiculous way site,2026-03-04 18:57:20,0,ali-express_reviews,delivery_shipping
December Perez,1,use really enjoy using app done appreciate extremely obnoxious ad see apps fake x ridiculously small one keep making open app simply trying go back game playing annoying making hate aliexpress,2026-03-04 18:47:24,0,ali-express_reviews,product_quality
Taj Tablet,1,shopping credit scam ae give shopping credit watching ad playing game exchange real dollar credit day sold less one second ae know keep promoting credit even though cant make use tell contact customer service like they 'll nice say really want help actually nothing big scam,2026-03-04 17:52:06,24,ali-express_reviews,customer_service
Alex Mzrv,3,getting worse every time popups notification ad ad ad,2026-03-04 17:35:03,0,ali-express_reviews,ads_promotions
Carol Breshears,1,scam vendor,2026-03-04 17:31:30,0,ali-express_reviews,scam_trust
Usman Nuhu,1,useless app please done use app take month package delivered customer service not responding,2026-03-04 17:00:15,1,ali-express_reviews,delivery_shipping
Stephane Cherpit,1,purchase shipped app doe n't knockabout 0 order account pitiful worst appear,2026-03-04 16:28:56,0,ali-express_reviews,app_usability
Farouk Hammad,1,bad deal dishonest courier,2026-03-04 16:28:09,0,ali-express_reviews,delivery_shipping
David Turner,5,u shop online fool done use aliexpress,2026-03-04 16:18:59,0,ali-express_reviews,other
Fernando Uribe,1,package delivered item missing wont refund,2026-03-04 16:12:24,2,ali-express_reviews,delivery_shipping
Yetty Osanyinmuko,1,stop buying aliexpress scammersthey send empty package,2026-03-04 15:40:17,1,ali-express_reviews,delivery_shipping
Helaria Iipinge,4,awesome live chat not active browser,2026-03-04 15:15:38,0,ali-express_reviews,other
Daniel (Lovesteady),1,everything made terrible lie,2026-03-04 14:51:52,0,ali-express_reviews,other
Jay Bee,2,deleted app many scam dodgy item steal app bit muddled compared main website 2026 let try see thing improved,2026-03-04 13:35:12,0,ali-express_reviews,app_usability
Boris Pajovic,3,slow shipping,2026-03-04 13:22:37,0,ali-express_reviews,delivery_shipping
Shiiqa,1,horrible customer service lair,2026-03-04 12:56:25,1,ali-express_reviews,customer_service
Amelia Mizaque,5,nã tenno com que reclaimer jesse applicative top email them album probleminhas ma ada grave á pro frazer vista gross de boa,2026-03-04 12:28:03,0,ali-express_reviews,ads_promotions
David Affram Arthur,2,cancelled order no refund,2026-03-04 12:18:25,0,ali-express_reviews,refund_return
lyle l. Nirenberg,1,numerous warning delayed shipping item break consistently several week month no refund item returned shipping label buyer beware aliexpress falling apart rapidly losing thousand customer full scam extremely low quality,2026-03-04 11:34:40,1,ali-express_reviews,delivery_shipping
Kryztiel Conde,1,told getting 3 4 thing free first time user turned lie im deleting app not returning,2026-03-04 09:57:35,1,ali-express_reviews,app_usability
Hussein Al Obeidi,1,ali express scammed stole money wanted make purchase using paypal account notified payment failed asked use different payment method used payment method accepted checked paypal account found transaction made contacted customer service get refunded paypal didst get help careful make purchase ali express using thief seller platform,2026-03-04 08:28:52,0,ali-express_reviews,customer_service
Afroja Jiva,5,nice item good download service fast item good well recommend download,2026-03-04 07:54:26,0,ali-express_reviews,customer_service
Tina Smart,5,love shopping best,2026-03-04 07:04:13,0,ali-express_reviews,other
Christos Stylianou,1,shipped defective item needed pay return making return not worth also review item doe n't show appear hiding negative review,2026-03-04 06:37:01,0,ali-express_reviews,refund_return
God Ussop,2,good app cheap price good stuff use pay delivery ask card detail really card would choose pay delivery option done use card always used payment delivery know cant even order stuff well ali express,2026-03-04 06:05:05,0,ali-express_reviews,delivery_shipping
Natalie Aponte,4,liked app first used 2023 could add anything cart really cheap price upped there deal stuff price cheap cant add cart suck cut find item way expensive still good deal wish 2023,2026-03-04 05:33:59,0,ali-express_reviews,pricing_discount
Nancy Burgess,1,ordered welcome deal new customer item queen mattress feb 21st told today refunded purchase mattress not coming first thing ordered defaulted not happy app top lost welcome deal good going,2026-03-04 04:34:10,0,ali-express_reviews,pricing_discount
Julian Betancourt Rengifo,1,terrible experience,2026-03-04 03:58:23,0,ali-express_reviews,other
Ali Raza,5,good store great alias may gay,2026-03-04 03:50:34,0,ali-express_reviews,other
Andrea Basquez,1,not recommend said delivered item never received take forever investigate final think giving u 1 coupon make u spent hundred dollar warned,2026-03-04 02:06:22,0,ali-express_reviews,other
Jago (Average_Dude),1,,2026-03-04 01:38:10,0,ali-express_reviews,other
Stefanie Goodrum,3,done rip u like temp item came not working,2026-03-04 00:48:45,0,ali-express_reviews,other
Devon Karle,1,trash done buy company,2026-03-04 00:45:12,0,ali-express_reviews,other
Barry Simpson,5,live unsubscribed blocked arse wipe still jam phone spam important thing checking message spam im hoping deleting app work,2026-03-03 23:05:19,0,ali-express_reviews,app_usability
Tyeanna Robinson,1,order couple thing changed address address stay changed back old address wont refund not let cancel rest stuff order customer service not help,2026-03-03 22:41:06,0,ali-express_reviews,refund_return
Sheila Reed,1,complete utter con artist promote advertise amazing deal like competitor temp unlike competitor actually deliver good done advertise insanely sweet deal never deliver item paid wait seen time item delivered absolutely never never receive delivered item damn shame customer service non existent not order,2026-03-03 22:37:48,0,ali-express_reviews,delivery_shipping
Iskandarbek,1,app become one worst used convenient could easily add different product cart choose quantity pay everything one order there one option buy cant add item cant change quantity cant combine multiple product single purchase thank goodness online store haven removed basic useful feature still add item cart choose quantity time switch,2026-03-03 22:37:44,2,ali-express_reviews,app_usability
Mike Davis,1,ordered place mini pc said delivered never received told writing would not send another refund hate place thank everything asked refund pc still rejected say sorry want still not receive mini pc ordered paid somebody got money though thank much,2026-03-03 21:15:58,0,ali-express_reviews,refund_return
Devin Santana Haraseb,5,great app good price everything waiting time long stressful ordering item receive overall got item wanted,2026-03-03 21:01:15,0,ali-express_reviews,pricing_discount
Mrs B Apraku,1,every thing look fine picture everything super horrible not waste time,2026-03-03 19:49:00,0,ali-express_reviews,other
Rethabile Madileng,3,price item great shipping south africa expensive item,2026-03-03 19:36:18,0,ali-express_reviews,delivery_shipping
oscillator,3,feel ambushed invisible ruthless car sale men sale overdrive max manipulation modewhile become confusion run maze cykleogicly like,2026-03-03 19:13:42,0,ali-express_reviews,other
Pamela,1,horrible app multiple item cart suddenly cart emptied search fill cart made purchase alerted order partially paid card charged 2 time everything no customer service number multiple order coming anyone help get phone number,2026-03-03 18:50:48,2,ali-express_reviews,app_usability
Brian Bloom,1,discount code expired middle checkout truth no discount lie also known false advertising done give money shady illegal company,2026-03-03 18:11:43,1,ali-express_reviews,pricing_discount
Ernie Nagy,2,product description deceptive inadequate price change cart upwards vendor use bait switch product free return ha ha pay 105 return product not order product received not product ordered promise reimbursement instead reimbursement gave coupon future purchase ultimately applied credit future purchase not reimbursement uninstalling app use temp instead,2026-03-03 15:12:07,2,ali-express_reviews,refund_return
_,5,love got stuff two year ago still work that im still platform done think like temp cause not good day,2026-03-03 14:59:07,0,ali-express_reviews,other
Shannon B.W (shayshay),3,would 5 ßtill no package without deception still nothing,2026-03-03 14:58:26,0,ali-express_reviews,delivery_shipping
Sportssure Prediction,5,bihar ni hakka kuna worldwide na aliexpress,2026-03-03 13:47:31,0,ali-express_reviews,other
Jason Sardie,1,absolute rubbish product miss hit way way miss hit stick ebay avoid rubbish disappointing clothing size falsely advertised photo used advertising seriously manipulative totally deceptive 20 purchase live maybe 7 8 parcel quality stuff,2026-03-03 12:31:40,0,ali-express_reviews,product_quality
Tgnsg nsg,5,good,2026-03-03 12:10:40,0,ali-express_reviews,other
Rakesh kathayat,5,good,2026-03-03 11:23:26,0,ali-express_reviews,other
John Mason,1,application joke legitimate complaint not get taken seriously given asking product paid not delivered,2026-03-03 10:45:00,1,ali-express_reviews,other
Miloš R.,1,ordered item something happened not get provided evidence refund decided not give refund proven mistake seller item never came local courier said application also provided evidence,2026-03-03 10:33:10,1,ali-express_reviews,delivery_shipping
Martin,3,coin useless u collect coin use viewed able use everything,2026-03-03 09:05:10,1,ali-express_reviews,other
Yunn Chin,2,confusing non logical app ever waste time,2026-03-03 08:13:00,1,ali-express_reviews,app_usability
Tomasz Jokiel,1,used like recently shipping address showing seller not town distinct happen also name town package not delivered home checked address correct app,2026-03-03 07:37:40,1,ali-express_reviews,delivery_shipping
Sheona Baldacchino,2,late delivery,2026-03-03 06:13:09,1,ali-express_reviews,delivery_shipping
Nikki Brown,2,good morning,2026-03-03 04:17:29,1,ali-express_reviews,other
dominic baloyi,5,deliver,2026-03-03 04:15:37,0,ali-express_reviews,delivery_shipping
Travel,4,,2026-03-03 02:25:03,0,ali-express_reviews,other
Autumn Atkins,1,ad lie can not get 3 thing 99 free shipping try reloads say cant partake deal new user literally made account okay,2026-03-03 01:40:45,1,ali-express_reviews,delivery_shipping
Him Laif,1,beware aliexpress not refund order package sister company cainiao logistics alabama group issued proof loss document,2026-03-03 01:28:12,1,ali-express_reviews,delivery_shipping
Mirian Nieves,1,store took payment never arrived asked store aliexpress intervene ignored would n't problem granddaughter 9yrs old want expecting vanity every time would give time another answer not shipped yet went back forth month no solution warned yet wanted give aliexpress chance store name carlo lied,2026-03-03 00:40:35,1,ali-express_reviews,other
Whitte Cat,2,error like cant use coupon cant play logo match live tried every day still,2026-03-02 23:48:26,1,ali-express_reviews,app_usability
Amanda Jean Shelton,5,lot better temp apps definitely recommend apps deserves lot star rating,2026-03-02 23:34:34,0,ali-express_reviews,other
Matt Deck,1,ordered something 2 week ago still int even left factory live reached provider no response live reached express no response mean kind bad spend money still int receive stuff they 'll talk they 'll discount bought bed mattress still haven gotten still hast even shipped say processed even though they 've taken money everything else,2026-03-02 22:47:24,1,ali-express_reviews,pricing_discount
Noor khoda Amani,5,lovely,2026-03-02 20:40:46,0,ali-express_reviews,other
seun david ademola,4,good app,2026-03-02 20:06:12,0,ali-express_reviews,app_usability
Christopher McKinney,1,scammer heaven not use get scammed 99 vendor scammer,2026-03-02 18:30:46,1,ali-express_reviews,other
Aderaw Aweke,3,ante verse,2026-03-02 17:17:44,0,ali-express_reviews,other
Thapelo Radebe,1,scammed product didst get delivered denied refund avoid app,2026-03-02 17:06:22,1,ali-express_reviews,refund_return
Arjun M,1,no free gift new user enter credit card info say one offer expired,2026-03-02 16:58:29,1,ali-express_reviews,other
Juan Diego Botiva,1,even disabling notification app till keep pushing spam,2026-03-02 16:53:07,1,ali-express_reviews,app_usability
teleportation_ noises,2,ad im unsure people control not please stop ad auto open app love aliexpress im sick,2026-03-02 16:03:41,1,ali-express_reviews,app_usability
callum Williams,1,package left outside property opposite park item stolen refuse anything resolve issue that not mention delivery date take week month low quality tat end arriving awful ap,2026-03-02 15:42:58,1,ali-express_reviews,delivery_shipping
Hazel Fang,2,item come im deleting never reinstalling sketchy hook free item say payment wont work force appeal process requires photo credit card wont accept credit card yet full price item bought literally no payment issue free item risk expiring not resolved soon beyond sketchy done need support underhanded tactic,2026-03-02 15:37:22,1,ali-express_reviews,pricing_discount
Chikondi Nhlema,1,,2026-03-02 15:37:15,1,ali-express_reviews,other
Jason,3,thing keep hiding add cart button done want 10 individual transaction im looking small adapter want add cart continue browsing comparing like app actively discouraging shopping,2026-03-02 14:44:43,0,ali-express_reviews,app_usability
Domantas,5,good,2026-03-02 14:38:04,0,ali-express_reviews,other
Christian Lozano,5,good shipping product time shipping 1 2 week low quality item still work love dollar express,2026-03-02 14:28:36,0,ali-express_reviews,delivery_shipping
Canea Callery,1,robbed either aliexpress very either way not allow apart app 3 delivery delivered incorrect address tracking gas clearly show different location address contacting aliexpress customer service told buffing need contact delivery company one uk ever contacted very know stress,2026-03-02 13:48:56,1,ali-express_reviews,delivery_shipping
Dejunai Jackson,4,work describedbut little game nuisance,2026-03-02 11:19:09,0,ali-express_reviews,other
Kenan YILDIRIM,1,aliexpress not good option opinion done refund full amount returned item there basically no real customer service get automated reply done solve anything still haven able get money back unfortunately complete waste time,2026-03-02 10:40:41,97,ali-express_reviews,refund_return
Danny Harrison,1,used app year 1000 order placed scammed aliexpress order advertised 2tb flash drive product arrived tested space using validrive surprise 729gb available processing return finally get notification want pay return fee total joke spoke customer service said cant anything read system,2026-03-02 10:30:59,1,ali-express_reviews,refund_return
Abey Mathew,1,false promotional price disappear checkout,2026-03-02 10:25:42,1,ali-express_reviews,pricing_discount
Ahmed Yosri,1,buying choose item past 2 year received scam item choose purchase store selling miami mouse received different localbrand mouse not miami mouse cost 12 asked pay 27 top send back china told reimbursed total amount ae voucher no refund seller month negotiation agreed 50 partial refund find ae support team rejecting request scam,2026-03-02 09:46:47,1,ali-express_reviews,refund_return
Antonio Antonelli,1,full scammer got defective item given proof still expect pay return submitted claim european customer center update replied invited reach customer service still claim pay fee clown,2026-03-02 09:41:02,2,ali-express_reviews,refund_return
Raihan Bin Mofidul,1,customer service kept sending copypaste bot reply even case escalated multiple time called senior team every response ignored actually said nothing resolve problem contacted chat online consultation even called hotline no result aliexpress repeatedly claimed issue processed finished problem never solved extremely frustrating misleading,2026-03-02 09:04:29,1,ali-express_reviews,customer_service
Matome Lucky,1,got scammed r4000 two packagesaliexpress investigator helped supplier scam 4k delay matter screenshot evidence supplied promote supplier scamming people extra money ordering live reported supplier nothing done supplier still continues scamming people carefully app rather u alabama safety customer,2026-03-02 08:49:14,1,ali-express_reviews,app_usability
Susan Young,1,delivery time made 2nd march order date made 13th feb 2026 not delivered contacted seller inform would take 70days delivery went ahead cancel order request refund 70days delivery sound like scam,2026-03-02 08:11:16,1,ali-express_reviews,delivery_shipping
Erick H,2,like haggling china price change go every item haggle annoying trying buy one cant add cart checkout predatory discourage toxic thing find something buy combo suck,2026-03-02 07:11:05,0,ali-express_reviews,pricing_discount
Tyler Bass,1,save search sick tired redo search filter every single time hit back app,2026-03-02 06:59:55,1,ali-express_reviews,app_usability
B,1,used app year buying hundred item im moving temp refused refund fake battery ignore scientific fact analysing complaint good riddance,2026-03-02 06:44:48,1,ali-express_reviews,refund_return
mirandia scoggins,1,cant even order nothing whats wrong app,2026-03-02 06:04:51,0,ali-express_reviews,app_usability
R B,1,scam gave price item added cart cart cost several time also shipping expensive said waited certain number hour they promised price came back got even expensive shipping also say get free item choose tell also need buy one expensive item earn free item make confirm exiting multiple time,2026-03-02 05:35:09,3,ali-express_reviews,delivery_shipping
T K Vines,3,,2026-03-02 05:21:55,0,ali-express_reviews,other
Harrison,1,loved started flag cancel order no one would anything fix ridiculous system lost business really enjoying buying figure seller made ton purchase one night try pay pay pal kept kicking im like whatever used card flagged order asked appeal send id cc information bank statement took forever proceeded 2 time,2026-03-02 05:16:43,1,ali-express_reviews,refund_return
Simon Leigh-Lancaster,1,item never came contacting 45 time every time told wait 48 hour someone get touch got boring real quick got refund paypal scummy untrustworthy company account banned,2026-03-02 04:13:29,3,ali-express_reviews,refund_return
Anuli Rivers-Wair,5,resultsomgg easy use item r cheap love keep great work guess,2026-03-02 03:46:24,0,ali-express_reviews,pricing_discount
Michael Seaman,5,easy use great service good price quick delivery,2026-03-02 03:41:00,0,ali-express_reviews,delivery_shipping
Ren Estelle,1,locked could ever place order 5 day appeal process would prevent getting new customer discount use van point think meant discourage privacy disappointing really excited product,2026-03-02 02:28:38,0,ali-express_reviews,pricing_discount
Sarah Stephen,5,best offer discount,2026-03-02 02:12:15,0,ali-express_reviews,pricing_discount
John Scribner,1,not good first impression first piece equipment ordered 45g wifi default password printed label battery compartment tried entering password several device dozen time response always come back incorrect password waited 3 week garbage arrive look like wait 3 week get back 3 week get one back probably wrong password sorely disappointed,2026-03-02 01:12:33,3,ali-express_reviews,customer_service
Paul Bowsher,2,not going download app try find part princeton many ad look,2026-03-02 00:22:44,0,ali-express_reviews,app_usability
Kyle,1,bad website auto directed app page tried search something leaving bad review pissed hate directed install thing ill make choice thanks aliexpress,2026-03-01 23:46:11,1,ali-express_reviews,app_usability
MsShimmeringSue,4,trick annoyingly email link done open app immediately choice stay screen 2 millisecond,2026-03-01 23:19:37,0,ali-express_reviews,app_usability
Valentina Mustafa,1,told order total 90p go bank account find 5 taken please kindly refund 410 aliexpress also depending quality order adding extra star conclusion trust place gone not ordering,2026-03-01 22:55:27,1,ali-express_reviews,refund_return
Chris Mules,5,live bought many great product aliexpress planning buy many normally quick delivery thanks generally product well made great quality,2026-03-01 21:52:31,0,ali-express_reviews,delivery_shipping
lakewolf sunrise,1,glitch trying switch account install app log another account,2026-03-01 21:40:23,0,ali-express_reviews,app_usability
Angela Alce,1,live make account ever since download april not working every single time always slow tell account locked regain access every email havethis worst app ever done even write viewsbut worst app,2026-03-01 19:15:16,0,ali-express_reviews,app_usability
Sajida,1,delivery middle east bad sadly pay shipping every item add wish like stein temp term shipping,2026-03-01 19:10:45,1,ali-express_reviews,delivery_shipping
Saima Munawar,5,but cha app h,2026-03-01 18:37:23,0,ali-express_reviews,app_usability
Sue Bridger,5,love shop,2026-03-01 17:53:15,0,ali-express_reviews,other
Merlin,5,aliexpress great chinese good,2026-03-01 17:44:23,1,ali-express_reviews,other
Moon Lee,2,shipping fee expensive shopping platform no payne paypal payment card number not safe many scam,2026-03-01 16:59:17,8,ali-express_reviews,delivery_shipping
Why Asking,1,issue issue item not delivered no refund possibility get adequate response customer service pretend side deny evidence regarding order not received sad see customer service going downhill,2026-03-01 15:26:30,1,ali-express_reviews,refund_return
Lise,1,stop sending demand please,2026-03-01 15:11:01,0,ali-express_reviews,other
Jason Morgan,1,well downloaded app google play looked around could n't see anything see problem seeing anything white background not dark mode dark theme uninstalled ever add create dark mode version download not,2026-03-01 15:05:20,0,ali-express_reviews,app_usability
Barbara Ranse Hammonds,3,take week order even get shipped done see good reason waiting long,2026-03-01 14:44:22,1,ali-express_reviews,other
Lua,2,pretty good app much faster compared website however besides yield many annoying irrelevant notification charged bank card twice today order without arranging shipping section order silently ignored money charged,2026-03-01 14:15:55,1,ali-express_reviews,delivery_shipping
Citizen ff,5,best,2026-03-01 13:48:59,0,ali-express_reviews,other
Rickard Terfelt,3,update yet another contact aliexpress got refund however cost lot time shopped lot ali resent year problem mostly resolved proof problem gave given proof not enough got obvious scam package wrapping no good several communication session picture video ali seller wain still ask proof disregarded claim,2026-03-01 13:44:18,1,ali-express_reviews,delivery_shipping
Jason Nicholas,1,ill look shitload error ill look boatload error ill select linkload error ill see island error ill buy thatwait about stock ill order therewaitno stock fine ill order seller thenwait another day stock wonder they 'll say dowaitnope load error stock recurring theme,2026-03-01 13:33:11,186,ali-express_reviews,app_usability
Petra Mijajlovic,1,done want help package delivery failed no reason listed tried contact aliexpress spammed no refund no explanation neither get package nor money back worst didst get single explanation,2026-03-01 13:21:23,1,ali-express_reviews,delivery_shipping
Guy Elsenburg,1,beware send incorrect item demand package return back even though incorrectly sent receive nothing harassing message daily,2026-03-01 13:11:42,1,ali-express_reviews,delivery_shipping
Aira Guro,1,aliexpress good disappointed no cash option payment method cant order fix cause not buyer bank account like use cash even worst customer service didst help didst answer complain like doe n't know job,2026-03-01 13:06:16,0,ali-express_reviews,customer_service
Sakura Boo,1,5 free return month unopened denied return buyer beware reached multiple time customer service not aware caught lying return process decided give escalate issue,2026-03-01 12:36:30,1,ali-express_reviews,refund_return
Ruthra Ninel Aicrag,1,aliexpress not filter not sell authentic item experienced several time buying item say not think people know need protection kind seller advertised fraud item done use app also send lot mail ad filling inbox thanks nothing,2026-03-01 12:27:52,1,ali-express_reviews,app_usability
Luis Orjuela,1,not worth hassle get poor quality item sometimes done even get order refund process nightmare good riddance application seller,2026-03-01 11:53:06,1,ali-express_reviews,refund_return
David Watson,1,aliexpress allows seller sell non functional product done match item description platform wary,2026-03-01 11:52:04,0,ali-express_reviews,other
Kudakwashe Chakanya,5,best e commerce app ever,2026-03-01 11:22:49,0,ali-express_reviews,app_usability
Centre Orbit,1,unsafe platform lost 180 pound fake product seller selling fake computer running script make appear higher spec computer eventually fail work thousand fake item sold platform you little protection use paypal poor consumer protection always use credit card instead paypal buy done use aliexpress google fraud active aliexpress huge loose money point,2026-03-01 11:05:13,2,ali-express_reviews,product_quality
Leigh Morris-Ashton,1,paid 5 item got 2 broken aliexpress refused refund even though shop said would refund never got refund item described silicone made cheap plastic total ripoff terrible service shall not ever buying,2026-03-01 10:53:36,2,ali-express_reviews,refund_return
Chandana Spence,5,love program ordered hair get 100 human wig,2026-03-01 10:40:43,0,ali-express_reviews,other
Robert Gregory,3,reduce add,2026-03-01 10:36:47,0,ali-express_reviews,other
Vladimir Berta,1,aliexpress started billing shipping fee product marketed free shipping product 7 euro free shipping charged 5 euro shipping delivery no pay no product charged initially would n't placed order that not business,2026-03-01 09:25:07,1,ali-express_reviews,delivery_shipping
Brian Myers,5,good far,2026-03-01 09:20:10,0,ali-express_reviews,other
Catherine Jung,1,online apps not good take long delivery item give maritime refund money,2026-03-01 09:06:45,0,ali-express_reviews,delivery_shipping
Henry kanayo,5,,2026-03-01 07:19:30,0,ali-express_reviews,other
Peter Jorgensen,1,consistent double tax no receipt bad paperwork no support no service,2026-03-01 06:53:17,0,ali-express_reviews,pricing_discount
Mark Grant,1,ad push install phone no choice say no technological rape fun law,2026-03-01 06:09:24,0,ali-express_reviews,ads_promotions
Adam Zorzi,1,scammer,2026-03-01 05:56:06,1,ali-express_reviews,other
Devon Bond,1,help center stupid bot no wonder done screen seller free nonsense first purchase year get car mat seller sends 1 inch sticker instead spent us300 can not get assistance large company like allow behavior,2026-03-01 04:45:38,2,ali-express_reviews,customer_service
Seren,2,welcome gift scam 2 free item also free shipping pick discounted item get gift nothing actually free,2026-03-01 02:52:31,1,ali-express_reviews,delivery_shipping
Rebecca Jenkins,4,id great not perfect,2026-03-01 01:44:44,0,ali-express_reviews,other
Andri Pech,1,seller cancelled order made refund cant withdraw money app not accept withdraw using original methodpayment paid ohio money turned frozen refund im incapable withdraw nutshell wasted money time,2026-03-01 01:37:50,1,ali-express_reviews,refund_return
